"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"1854",1854,"Grace Bible College","Wyoming","MI","49509","0.8204","NULL","NULL","0.4393939394",NA,NA,NA,NA,NA,NA,NA,NA,"0.561","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1855",1855,"Cornerstone University","Grand Rapids","MI","49525-5897","0.7134","605","25","0.1956124314",NA,NA,NA,"0.0119",NA,NA,NA,NA,"0.4513","31200","38800","42700","NULL",1
"1858",1858,"Grand Valley State University","Allendale","MI","49401-9403","0.8162","620","26","0.5071243523","0.0232","0.0137","0.0044","0.0306","0.0269",NA,"0.0104",NA,"0.6566","40200","41900","44800","NULL",1
"1859",1859,"Great Lakes Christian College","Lansing","MI","48917-1299","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.3256","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1861",1861,"Hope College","Holland","MI","49422-9000","0.8508","670","29","0.637704918","0.0041","0.0434",NA,"0.0678","0.0041",NA,"0.0664",NA,"0.7738","39600","42400","49700","NULL",1
"1862",1862,"ITT Technical Institute-Wyoming","Wyoming","MI","49519","0.8592","NULL","NULL","0.3187633262","0.2875",NA,"0.275",NA,NA,NA,NA,NA,"0.3551","38200","46300","47200","NULL",1
"1865",1865,"Kalamazoo College","Kalamazoo","MI","49006-3295","0.6901","660","30","0.7612612613","0.0128","0.0128",NA,"0.1565","0.016",NA,"0.1022",NA,"0.8074","PrivacySuppressed","PrivacySuppressed","56300","NULL",1
"1871",1871,"Lake Superior State University","Sault Ste Marie","MI","49783","0.8876","588","25","0.335235378","0.0299","0.0334","0.0053","0.0281","0.0158",NA,"0.0369",NA,"0.3811","33400","39100","42700","NULL",1
"1873",1873,"Lawrence Technological University","Southfield","MI","48075-1058","0.5102","NULL","28","0.3167420814","0.1195","0.2579","0.1342","0.0084","0.0042",NA,"0.0063",NA,"0.5197","49100","57700","61200","NULL",1
"1876",1876,"Madonna University","Livonia","MI","48150-1176","0.7002","NULL","NULL","0.3480916031","0.0023",NA,"0.0023","0.0283","0.0034",NA,"0.0034","0.0011","0.3941","37300","42100","45300","NULL",1
"1877",1877,"Marygrove College","Detroit","MI","48221-2599","0.5301","NULL","19","0.2581699346","0.0577",NA,NA,"0.0064","0.0385",NA,"0.0064",NA,"0.1548","27000","PrivacySuppressed","PrivacySuppressed","NULL",1
"1878",1878,"Rochester College","Rochester Hills","MI","48307","0.8942","658","24","0.5189873418",NA,NA,NA,NA,NA,NA,NA,NA,"0.3621","32200","38500","43500","NULL",1
"1879",1879,"University of Michigan-Ann Arbor","Ann Arbor","MI","48109","0.3655","760","33","0.7745945946","0.0293","0.1846",NA,"0.0894","0.0245",NA,"0.012",NA,"0.9068","71600","68200","72000","NULL",1
"1881",1881,"Michigan State University","East Lansing","MI","48824-1046","0.7056","680","28","0.6635157546","0.01","0.0522","0.022","0.1006","0.0108",NA,"0.0165",NA,"0.7913","62800","54900","58700","NULL",1
"1882",1882,"Michigan Technological University","Houghton","MI","49931-1295","0.7525","690","30","0.5310509554","0.0604","0.5338","0.04","0.0385","0.022",NA,"0.0243",NA,"0.6612","56800","60600","66600","NULL",1
"1883",1883,"University of Michigan-Dearborn","Dearborn","MI","48128-1491","0.6236","680","27","0.3680465718","0.0359","0.1328",NA,"0.0872","0.0171",NA,"0.0155",NA,"0.5177","48800","53800","52400","NULL",1
"1884",1884,"University of Michigan-Flint","Flint","MI","48502-1950","0.7381","750","25","0.3157315732","0.0307","0.0112",NA,"0.0651","0.0065",NA,"0.0047",NA,"0.3747","39300","44200","46400","NULL",1
"1889",1889,"Baker College of Muskegon","Muskegon","MI","49442","NULL","NULL","NULL","0.1865702358","0.0686",NA,"0.0222",NA,NA,NA,NA,NA,"0.1851","24700","34600","38600","NULL",1
"1894",1894,"Northern Michigan University","Marquette","MI","49855","0.6777","NULL","24","0.3940817285","0.0088",NA,"0.0544","0.0569","0.0038",NA,"0.0075",NA,"0.4405","33100","38800","41400","NULL",1
"1897",1897,"Northwood University-Michigan","Midland","MI","48640-2398","0.6765","580","25","0.4363081617","0.0105",NA,NA,NA,NA,NA,NA,NA,"0.5609","39300","49300","53800","NULL",1
"1899",1899,"Oakland University","Rochester Hills","MI","48309-4401","0.6214","NULL","26","0.3333333333","0.017","0.0299",NA,"0.0716","0.0076",NA,"0.0042",NA,"0.4336","43600","49400","47400","NULL",1
"1900",1900,"Olivet College","Olivet","MI","49076","0.5263","490","23","0.4043010753","0.0044",NA,NA,"0.1244",NA,NA,"0.0044",NA,"0.4256","31300","37700","41000","NULL",1
"1902",1902,"Kuyper College","Grand Rapids","MI","49525-9781","0.6318","560","25","0.5490196078",NA,NA,NA,NA,NA,NA,NA,NA,"0.587","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1906",1906,"Sacred Heart Major Seminary","Detroit","MI","48206-1799","1","NULL","25","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1907",1907,"Saginaw Valley State University","University Center","MI","48710","0.851","NULL","24","0.3270905923","0.0296","0.0304","0.0066","0.0476","0.0123",NA,"0.014",NA,"0.3835","37500","40300","43200","NULL",1
"1909",1909,"Siena Heights University","Adrian","MI","49221","0.6282","570","24","0.570432357","0.0204",NA,"0.0491","0.0084","0.006",NA,NA,"0.0048","0.4278","36200","42500","45500","NULL",1
"1913",1913,"Spring Arbor University","Spring Arbor","MI","49283-9799","0.7042","650","25","0.3009503696","0.0067",NA,NA,"0.0267","0.0027",NA,"0.004",NA,"0.5273","35100","40700","46400","NULL",1
"1915",1915,"Finlandia University","Hancock","MI","49930-1832","0.7776","NULL","NULL","0.3762376238",NA,NA,NA,NA,NA,NA,NA,NA,"0.4522","26500","34700","38300","NULL",1
"1916",1916,"Western Michigan University-Thomas M. Cooley Law School","Lansing","MI","48901","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1918",1918,"Walsh College of Accountancy and Business Administration","Troy","MI","48083-5066","NULL","NULL","NULL","0.6094276094","0.0422",NA,NA,NA,NA,NA,NA,NA,"NULL","62200","57500","56600","NULL",1
"1921",1921,"Wayne State University","Detroit","MI","48202","0.8054","NULL","25","0.2859531773","0.0095","0.0349","0.0114","0.0693","0.0057",NA,"0.0231",NA,"0.2813","47200","46400","49900","NULL",1
"1923",1923,"Western Michigan University","Kalamazoo","MI","49008-5200","0.8333","NULL","25","0.3410852713","0.0186","0.0629","0.0105","0.0384","0.0033",NA,"0.007",NA,"0.5565","44500","46200","49000","NULL",1
"1924",1924,"Western Theological Seminary","Holland","MI","49423-3622","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1926",1926,"Academy College","Bloomington","MN","55431-1411","NULL","NULL","NULL","0.2359550562","0.093",NA,NA,NA,NA,NA,NA,NA,"0.3636","39000","42000","46000","NULL",1
"1931",1931,"Augsburg College","Minneapolis","MN","55454","0.5106","NULL","24","0.4779116466","0.0215",NA,NA,"0.0562","0.0165",NA,"0.0099",NA,"0.6025","44700","50100","52300","NULL",1
"1934",1934,"Bemidji State University","Bemidji","MN","56601","0.422","NULL","24","0.4072249589","0.0075",NA,"0.0727","0.0471","0.0043",NA,"0.0107",NA,"0.4589","35000","42700","43700","NULL",1
"1935",1935,"Bethany Lutheran College","Mankato","MN","56001","0.78","NULL","26","0.5183246073",NA,NA,NA,"0.1228","0.0614",NA,"0.0263",NA,"0.5114","PrivacySuppressed","PrivacySuppressed","38600","NULL",1
"1936",1936,"Bethel University","Saint Paul","MN","55112","0.7109","648","28","0.5658174098","0.0068","0.0023",NA,"0.0529","0.0146",NA,"0.0327",NA,"0.7091","43500","47800","52600","NULL",1
"1937",1937,"Bethel Seminary-St Paul","Saint Paul","MN","55112","NULL","NULL","NULL","0.5658174098","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","43500","47800","52600","NULL",1
"1939",1939,"Carleton College","Northfield","MN","55057-4001","0.2555","760","NULL","0.8609865471","0.0318",NA,NA,"0.0911","0.0466",NA,"0.125",NA,"0.9385","PrivacySuppressed","PrivacySuppressed","61400","NULL",1
"1940",1940,"Concordia College at Moorhead","Moorhead","MN","56562","0.7766","640","28","0.6643356643","0.0096",NA,NA,"0.0973","0.0207",NA,"0.0287",NA,"0.6824","47000","44000","50100","NULL",1
"1941",1941,"Concordia University-Saint Paul","Saint Paul","MN","55104-5494","NULL","NULL","NULL","0.3668639053",NA,NA,NA,"0.035","0.0047",NA,NA,NA,"0.4673","45200","53800","61200","NULL",1
"1943",1943,"Martin Luther College","New Ulm","MN","56073-3965","0.9731","NULL","28","0.5914634146",NA,NA,NA,NA,NA,NA,NA,NA,"0.7317","PrivacySuppressed","37800","PrivacySuppressed","NULL",1
"1946",1946,"Duluth Business University","Duluth","MN","55807","NULL","NULL","NULL","0.3099173554",NA,NA,"0.0122",NA,NA,NA,NA,NA,"0.4219","23800","PrivacySuppressed","PrivacySuppressed","NULL",1
"1948",1948,"Globe University-Woodbury","Woodbury","MN","55125-3388","NULL","NULL","NULL","0.3143063584","0.0764",NA,NA,NA,NA,NA,NA,NA,"0.3043","27100","33800","35500","NULL",1
"1950",1950,"Gustavus Adolphus College","Saint Peter","MN","56082-1498","0.6343","670","29","0.713740458","0.0162",NA,NA,"0.1244","0.0291",NA,"0.063",NA,"0.8304","51000","55600","59200","NULL",1
"1951",1951,"Hamline University","Saint Paul","MN","55104-1284","0.6999","650","26","0.5570987654",NA,NA,NA,"0.0775","0.0094",NA,"0.0235",NA,"0.6283","56100","51100","50200","NULL",1
"1952",1952,"Hazelden Betty Ford Graduate School of Addiction Studies","Center City","MN","55012-0011","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1959",1959,"The Art Institutes International-Minnesota","Minneapolis","MN","55402","0.9801","NULL","NULL","0.3253275109","0.1726",NA,NA,NA,NA,NA,NA,NA,"0.3917","33200","40100","40900","NULL",1
"1960",1960,"Luther Seminary","Saint Paul","MN","55108-1496","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1961",1961,"Macalester College","Saint Paul","MN","55105-1899","0.3672","730","33","0.8607142857","0.0137",NA,NA,"0.1233","0.0571",NA,"0.0753",NA,"0.8982","PrivacySuppressed","PrivacySuppressed","56900","NULL",1
"1963",1963,"Minnesota State University-Mankato","Mankato","MN","56001","0.6615","NULL","25","0.4002774887","0.0185","0.0374","0.0229","0.0443","0.0032",NA,"0.0093",NA,"0.5243","43200","44700","47200","NULL",1
"1965",1965,"Mayo Medical School","Rochester","MN","55905","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1966",1966,"Mayo School of Health Sciences","Rochester","MN","55905","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1967",1967,"Argosy University-Twin Cities","Eagan","MN","55121","NULL","NULL","NULL","0.1547148504",NA,NA,NA,NA,NA,NA,NA,NA,"0.434","40500","41300","42800","NULL",1
"1969",1969,"Metropolitan State University","Saint Paul","MN","55106-5000","1","NULL","NULL","0.4844444444","0.0471",NA,NA,"0.0205","0.0044",NA,NA,NA,"0.3488","40800","50400","55300","NULL",1
"1970",1970,"University of Minnesota-Twin Cities","Minneapolis","MN","55455-0213","0.4951","740","30","0.6423605223","0.0192","0.1024","0.0003","0.09","0.0235",NA,"0.0236",NA,"0.7294","56500","53300","55500","NULL",1
"1971",1971,"University of Minnesota-Crookston","Crookston","MN","56716-5001","0.7262","560","25","0.3769230769",NA,"0.018",NA,"0.012",NA,NA,NA,NA,"0.4726","38900","41600","50400","NULL",1
"1973",1973,"Minneapolis College of Art and Design","Minneapolis","MN","55404","0.6126","580","24","0.6300578035",NA,NA,NA,NA,NA,NA,NA,NA,"0.6115","33900","37200","43800","NULL",1
"1975",1975,"Herzing University-Minneapolis","Minneapolis","MN","55428-3548","0.8222","NULL","NULL","0.2944542254",NA,NA,NA,NA,NA,NA,NA,NA,"0.7576","38500","47600","47700","NULL",1
"1977",1977,"Crossroads College","Rochester","MN","55902-2382","0.9355","NULL","NULL","0.3214285714",NA,NA,NA,NA,NA,NA,NA,NA,"0.3913","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1978",1978,"University of Minnesota-Duluth","Duluth","MN","55812","0.7769","600","26","0.4884667571","0.0282","0.082",NA,"0.0893","0.0243",NA,"0.0214",NA,"0.5357","66200","47300","50200","NULL",1
"1979",1979,"University of Minnesota-Morris","Morris","MN","56267","0.5985","670","27","0.5191256831","0.0292",NA,NA,"0.1257","0.0409",NA,"0.0585",NA,"0.6048","36900","40800","45300","NULL",1
"1980",1980,"Minnesota School of Business-Richfield","Richfield","MN","55423","NULL","NULL","NULL","0.3658326143","0.0689",NA,NA,NA,NA,NA,NA,NA,"0.2826","29500","38000","40500","NULL",1
"1982",1982,"Minnesota State University Moorhead","Moorhead","MN","56563","0.8364","580","25","0.4455032758","0.0165",NA,"0.0021","0.0591","0.0048",NA,"0.0144",NA,"0.4643","37700","40800","42900","NULL",1
"1984",1984,"National American University-Roseville","Roseville","MN","55113-4035","NULL","NULL","NULL","0.1361783745","0.029",NA,NA,NA,NA,NA,NA,NA,"0.4615","30300","43300","56400","NULL",1
"1985",1985,"Sanford-Brown College-Mendota Heights","Mendota Heights","MN","55120","NULL","NULL","NULL","0.4032258065","0.1767","0.008",NA,NA,NA,NA,NA,NA,"0.5327","29900","36700","39400","NULL",1
"1987",1987,"North Central University","Minneapolis","MN","55404-1391","0.9687","590","25","0.3322580645",NA,NA,NA,NA,"0.0093",NA,NA,NA,"0.4741","30700","32800","36800","NULL",1
"1990",1990,"University of Northwestern-St Paul","Saint Paul","MN","55113-1598","0.5966","610","27","0.4743975904",NA,"0.0017",NA,"0.0234","0.01",NA,NA,NA,"0.6727","35800","37700","42900","NULL",1
"1991",1991,"Northwestern Health Sciences University","Bloomington","MN","55431","0.5556","NULL","NULL","0.8199052133",NA,NA,NA,"0.4083",NA,NA,NA,NA,"0.7143","49200","PrivacySuppressed","PrivacySuppressed","NULL",1
"1992",1992,"Oak Hills Christian College","Bemidji","MN","56601-8834","0.6857","NULL","22","0.3863636364",NA,NA,NA,NA,NA,NA,NA,NA,"0.3158","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"1997",1997,"College of Saint Benedict","Saint Joseph","MN","56374","0.7673","610","28","0.7835820896",NA,NA,NA,"0.1407","0.0176",NA,"0.0198",NA,"0.8103","47300","46800","51700","NULL",1
"2000",2000,"Saint Cloud State University","Saint Cloud","MN","56301-4498","0.8966","590","25","0.2953937593","0.0099","0.022","0.0118","0.0493","0.0046",NA,"0.0137",NA,"0.4969","42500","43800","46700","NULL",1
"2001",2001,"Saint Johns University","Collegeville","MN","56321","0.748","610","29","0.6968838527","0.0312",NA,NA,"0.1199","0.0288",NA,"0.0456",NA,"0.7708","PrivacySuppressed","PrivacySuppressed","63700","NULL",1
"2002",2002,"Saint Mary's University of Minnesota","Winona","MN","55987-1399","0.7899","565","25","0.5258302583","0.0251","0.0017","0.005","0.0602","0.0067",NA,NA,NA,"0.6154","40600","47200","48800","NULL",1
"2003",2003,"St Olaf College","Northfield","MN","55057-1098","0.6038","700","32","0.8463035019","0.0104",NA,NA,"0.1497","0.0872",NA,"0.112",NA,"0.8636","50100","49900","51300","NULL",1
"2004",2004,"Crown College","Saint Bonifacius","MN","55375-9001","0.5621","578","24","0.30625","0.0091",NA,NA,"0.0182",NA,NA,NA,NA,"0.5","33800","38200","32300","NULL",1
"2005",2005,"The College of Saint Scholastica","Duluth","MN","55811-4199","0.7829","640","26","0.473806752","0.0326",NA,NA,"0.0874","0.0039",NA,"0.0104",NA,"0.6471","42400","55600","55900","NULL",1
"2006",2006,"University of St Thomas","Saint Paul","MN","55105-1078","0.8667","650","28","0.6340872375","0.015","0.0622",NA,"0.0719","0.0112",NA,"0.0157",NA,"0.7442","54800","61600","64100","NULL",1
"2007",2007,"College of Visual Arts","Saint Paul","MN","55102-2199","NULL","NULL","NULL","0.4626865672",NA,NA,NA,NA,NA,NA,NA,NA,"0.425","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2009",2009,"St Catherine University","Saint Paul","MN","55105","0.5885","565","26","0.5425963489","0.0024",NA,NA,"0.0256","0.0024",NA,"0.0122",NA,"0.5501","41800","49300","52900","NULL",1
"2010",2010,"Rasmussen College-Minnesota","St. Cloud","MN","56301-3713","0.8814","NULL","NULL","0.3048763448","0.0168",NA,NA,NA,NA,NA,NA,NA,"0.3595","28900","34600","37200","NULL",1
"2012",2012,"Southwest Minnesota State University","Marshall","MN","56258-5468","0.7037","540","24","0.4292237443","0.0202",NA,NA,"0.0381","0.0022",NA,"0.0067",NA,"0.4112","36300","38300","41000","NULL",1
"2014",2014,"United Theological Seminary of the Twin Cities","New Brighton","MN","55112-2598","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2016",2016,"Dunwoody College of Technology","Minneapolis","MN","55403-1192","0.6914","NULL","NULL","0.4202561118","0.1209",NA,"0.222",NA,NA,NA,NA,NA,"0.4108","41600","48400","53700","NULL",1
"2019",2019,"Winona State University","Winona","MN","55987-5838","0.6167","NULL","25","0.5110642782","0.022","0.0101",NA,"0.0607","0.0089",NA,"0.0202",NA,"0.5341","44000","45100","46400","NULL",1
"2020",2020,"William Mitchell College of Law","Saint Paul","MN","55105-3076","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2022",2022,"Alcorn State University","Alcorn State","MS","39096-7500","0.4712","500","18","0.2376126126","0.0224",NA,"0.0075","0.1194","0.005","0.0398","0.0373",NA,"0.3211","32400","34900","40300","NULL",1
"2023",2023,"Belhaven University","Jackson","MS","39202","0.4599","560","24","0.4176904177","0.002",NA,NA,"0.0061","0.0041",NA,NA,NA,"0.4879","33000","44800","46300","NULL",1
"2024",2024,"Blue Mountain College","Blue Mountain","MS","38610-9509","NULL","NULL","NULL","0.397515528",NA,NA,NA,"0.0431","0.0259",NA,NA,NA,"0.4324","PrivacySuppressed","31500","PrivacySuppressed","NULL",1
"2031",2031,"Delta State University","Cleveland","MS","38733","0.8922","500","22","0.3597359736",NA,NA,NA,"0.0377","0.002",NA,"0.0198",NA,"0.3697","35000","40100","43500","NULL",1
"2039",2039,"Jackson State University","Jackson","MS","39217","0.2424","NULL","19","0.3297991071","0.0122","0.0338","0.0254","0.0912","0.0056",NA,"0.0235",NA,"0.4511","30600","33800","40000","NULL",1
"2042",2042,"Millsaps College","Jackson","MS","39210-0001","0.5477","610","27","0.2688679245","0.0377",NA,NA,"0.217","0.0142",NA,"0.066",NA,"0.7156","47700","48400","55500","NULL",1
"2044",2044,"University of Mississippi","University","MS","38677-1848","0.6105","600","26","0.5084745763","0.0056","0.0372",NA,"0.0421","0.0045",NA,"0.0071",NA,"0.5835","55900","50500","53900","NULL",1
"2045",2045,"University of Mississippi Medical Center","Jackson","MS","39216-4505","NULL","NULL","NULL","0.5084745763",NA,NA,NA,"0.1542",NA,NA,NA,NA,"NULL","55900","50500","53900","NULL",1
"2046",2046,"Mississippi University for Women","Columbus","MS","39701","0.4403","630","23","0.4216478191",NA,NA,NA,"0.0162","0.0049",NA,NA,NA,"0.3672","35800","40600","43000","NULL",1
"2047",2047,"Mississippi Valley State University","Itta Bena","MS","38941-1400","0.238","NULL","17","0.182374541","0.0174",NA,"0.029","0.058","0.0261",NA,"0.0058",NA,"0.2235","24000","28700","33300","NULL",1
"2048",2048,"Mississippi College","Clinton","MS","39058","0.5813","580","25","0.4775280899","0.0123","0.0031",NA,"0.0954","0.0077",NA,"0.0262",NA,"0.6219","37600","42900","46000","NULL",1
"2051",2051,"Mississippi State University","Mississippi State","MS","39762","0.6215","620","26","0.4716545814","0.0103","0.1259","0.0222","0.0527","0.0068",NA,"0.0359",NA,"0.5783","42700","47000","52100","NULL",1
"2055",2055,"Rust College","Holly Springs","MS","38635","0.3281","NULL","16","0.2119565217","0.0593",NA,NA,"0.2966","0.0085",NA,NA,NA,"0.3373","25100","PrivacySuppressed","PrivacySuppressed","NULL",1
"2056",2056,"Southeastern Baptist College","Laurel","MS","39440-9989","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2058",2058,"University of Southern Mississippi","Hattiesburg","MS","39406-0001","0.6453","570","24","0.3646662584","0.0246",NA,"0.0377","0.0492","0.0083",NA,"0.0155",NA,"0.4952","38100","40900","44900","NULL",1
"2060",2060,"Tougaloo College","Tougaloo","MS","39174","0.3741","435","19","0.238410596","0.0471",NA,NA,"0.0824",NA,NA,"0.0588",NA,"0.5144","27200","33900","34400","NULL",1
"2061",2061,"Wesley Biblical Seminary","Jackson","MS","39206","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2062",2062,"William Carey University","Hattiesburg","MS","39401-5499","0.2742","600","24","0.487109905",NA,NA,NA,"0.0481","0.0103",NA,"0.0034",NA,"0.5769","38700","41300","45700","NULL",1
"2064",2064,"Aquinas Institute of Theology","Saint Louis","MO","63108-3323","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2065",2065,"Assemblies of God Theological Seminary","Springfield","MO","65802-2131","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2066",2066,"Avila University","Kansas City","MO","64145-1698","0.5959","600","25","0.443627451","0.0087",NA,NA,"0.013",NA,NA,NA,NA,"0.4275","39500","43400","44700","NULL",1
"2067",2067,"ITT Technical Institute-Earth City","Earth City","MO","63045","0.5741","NULL","NULL","0.3187633262","0.3029",NA,"0.3343",NA,NA,NA,NA,NA,"0.2813","38200","46300","47200","NULL",1
"2068",2068,"Baptist Bible College","Springfield","MO","65803-3498","NULL","NULL","NULL","0.2583333333",NA,NA,NA,NA,NA,NA,NA,NA,"0.2987","37300","32400","30500","NULL",1
"2071",2071,"Cox College","Springfield","MO","65802","0.5019","NULL","NULL","0.4482758621",NA,NA,NA,NA,NA,NA,NA,NA,"0.537","37400","40700","44900","NULL",1
"2072",2072,"Calvary Bible College and Theological Seminary","Kansas City","MO","64147-1341","0.7255","NULL","25","0.2839506173","0.0364",NA,NA,NA,NA,NA,NA,NA,"0.5455","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2074",2074,"Central Christian College of the Bible","Moberly","MO","65270-1997","0.4813","NULL","NULL","0.3153846154",NA,NA,NA,NA,NA,NA,NA,NA,"0.3766","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2075",2075,"Central Bible College","Springfield","MO","65803-1033","1","620","22","0.5055555556",NA,NA,NA,NA,NA,NA,NA,NA,"0.6327","29400","31000","36600","NULL",1
"2076",2076,"Central Methodist University-College of Liberal Arts and Sciences","Fayette","MO","65248-1198","0.6674","575","24","0.4879432624","0.0262",NA,NA,"0.0899","0.015",NA,NA,NA,"0.4976","33600","35000","39800","NULL",1
"2077",2077,"University of Central Missouri","Warrensburg","MO","64093","0.8179","NULL","23","0.4531177829","0.0212",NA,"0.0774","0.0423","0.0017",NA,"0.0084",NA,"0.4877","38100","41000","43200","NULL",1
"2080",2080,"Cleveland University-Kansas City","Overland Park","KS","66210","1","NULL","NULL","0.8407079646",NA,NA,NA,"1",NA,NA,NA,NA,"0.6667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2082",2082,"Columbia College","Columbia","MO","65216","NULL","NULL","NULL","0.2590559824","0.018",NA,NA,"0.0068","0.0009",NA,"0.0009",NA,"0.4269","34500","45900","49200","NULL",1
"2083",2083,"Conception Seminary College","Conception","MO","64433-0502","0.9444","NULL","26","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.5385","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2084",2084,"Concordia Seminary","Saint Louis","MO","63105-3196","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"2085",2085,"Cottey College","Nevada","MO","64772","0.6612","560","24","0.4814814815",NA,NA,NA,NA,NA,NA,NA,NA,"0.5731","PrivacySuppressed","PrivacySuppressed","33900","NULL",1
"2086",2086,"Covenant Theological Seminary","Saint Louis","MO","63141-8609","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2088",2088,"Culver-Stockton College","Canton","MO","63435-1299","0.6153","500","23","0.4124087591","0.0065",NA,NA,"0.0581","0.0065",NA,NA,NA,"0.4976","33500","41200","45900","NULL",1
"2089",2089,"DeVry University-Missouri","Kansas City","MO","64131-3626","0.7227","NULL","NULL","0.1516278553","0.5355",NA,"0.0993",NA,NA,NA,NA,NA,"0.2745","44100","52500","61100","NULL",1
"2090",2090,"Drury University","Springfield","MO","65802-3791","0.867","648","28","0.3311529027","0.001",NA,NA,"0.0906","0.0067",NA,"0.0125",NA,"0.5057","30600","36400","44000","NULL",1
"2092",2092,"Eden Theological Seminary","Webster Groves","MO","63119-3192","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2095",2095,"Evangel University","Springfield","MO","65802-2125","0.6659","600","24","0.4519774011","0.0172",NA,NA,"0.0369","0.0197",NA,NA,NA,"0.4578","35700","39300","40100","NULL",1
"2096",2096,"Fontbonne University","Saint Louis","MO","63105-3098","0.6291","445","25","0.4477124183","0.0098",NA,NA,"0.0147","0.0123",NA,NA,NA,"0.3369","35300","44800","50000","NULL",1
"2097",2097,"Forest Institute of Professional Psychology","Springfield","MO","65807","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2100",2100,"Hannibal-LaGrange University","Hannibal","MO","63401","0.6836","640","27","0.4554140127","0.0078",NA,NA,"0.0233",NA,NA,NA,NA,"0.5194","33000","34900","38400","NULL",1
