"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"860",860,"The University of Tampa","Tampa","FL","33606-1490","0.5221","580","25","0.5367003367","0.0174",NA,NA,"0.0712","0.0038",NA,"0.0083",NA,"0.6159","NULL","NULL","NULL","NULL",1
"863",863,"Trinity Baptist College","Jacksonville","FL","32221","0.4847","490","21","0.2470588235",NA,NA,NA,NA,NA,NA,NA,NA,"0.3889","NULL","NULL","NULL","NULL",1
"864",864,"Trinity College of Florida","Trinity","FL","34655-4401","NULL","NULL","NULL","0.2738095238",NA,NA,NA,NA,NA,NA,NA,NA,"0.4194","NULL","NULL","NULL","NULL",1
"866",866,"Valencia College","Orlando","FL","32835","NULL","NULL","NULL","0.2640524943","0.0512",NA,"0.0367",NA,NA,NA,NA,NA,"0.4031","NULL","NULL","NULL","NULL",1
"867",867,"Warner University","Lake Wales","FL","33859-8797","0.3378","500","NULL","0.4764705882",NA,NA,NA,"0.0372",NA,NA,NA,NA,"0.4275","NULL","NULL","NULL","NULL",1
"869",869,"Webber International University","Babson Park","FL","33827-0096","0.6377","547","23","0.3036437247","0.0504",NA,NA,NA,NA,NA,NA,NA,"0.3333","NULL","NULL","NULL","NULL",1
"870",870,"Rasmussen College-Florida","Ocala","FL","34474-6226","0.7439","NULL","NULL","0.2922008925","0.0221","0.0045",NA,NA,NA,NA,NA,NA,"0.2842","NULL","NULL","NULL","NULL",1
"871",871,"The University of West Florida","Pensacola","FL","32514-5750","0.4808","560","25","0.3758650519","0.0374","0.0242","0.0152","0.0351","0.0104",NA,"0.0209",NA,"0.4232","NULL","NULL","NULL","NULL",1
"876",876,"Abraham Baldwin Agricultural College","Tifton","GA","31793-2601","0.709","490","21","0.2196442382",NA,NA,NA,"0.0019",NA,NA,NA,NA,"0.1581","NULL","NULL","NULL","NULL",1
"877",877,"Agnes Scott College","Decatur","GA","30030-3770","0.6687","NULL","NULL","0.6",NA,NA,NA,"0.1486","0.0343",NA,"0.0171",NA,"0.7202","NULL","NULL","NULL","NULL",1
"882",882,"Albany State University","Albany","GA","31705","0.1992","470","20","0.2673119881","0.0308",NA,NA,"0.0829","0.0135",NA,"0.0154",NA,"0.4249","NULL","NULL","NULL","NULL",1
"884",884,"Armstrong State University","Savannah","GA","31419-1997","0.6998","540","23","0.3200992556","0.0259",NA,NA,"0.0508","0.0077",NA,"0.024",NA,"0.343","NULL","NULL","NULL","NULL",1
"885",885,"The Art Institute of Atlanta","Atlanta","GA","30328-1635","NULL","NULL","NULL","0.2473071952","0.1397",NA,NA,NA,NA,NA,NA,NA,"0.2227","NULL","NULL","NULL","NULL",1
"888",888,"Point University","West Point","GA","31833","0.5353","510","22","0.4723404255",NA,NA,NA,"0.0025",NA,NA,NA,NA,"0.4776","NULL","NULL","NULL","NULL",1
"889",889,"Atlanta Metropolitan State College","Atlanta","GA","30310-4448","NULL","NULL","NULL","0.1467889908","0.0792",NA,NA,NA,NA,NA,NA,NA,"0.0871","NULL","NULL","NULL","NULL",1
"890",890,"Atlanta's John Marshall Law School","Atlanta","GA","30309","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"892",892,"Clark Atlanta University","Atlanta","GA","30314-4391","0.568","470","NULL","0.3666333666","0.0376",NA,NA,"0.0689","0.0104",NA,"0.0042",NA,"0.3893","NULL","NULL","NULL","NULL",1
"895",895,"Bauder College","Atlanta","GA","30313","NULL","NULL","NULL","0.2550505051",NA,NA,NA,NA,NA,NA,NA,NA,"0.2385","NULL","NULL","NULL","NULL",1
"897",897,"Berry College","Mount Berry","GA","30149","0.6032","630","27","0.5723684211","0.0049",NA,"0.0099","0.133","0.0074",NA,"0.0296",NA,"0.6015","NULL","NULL","NULL","NULL",1
"898",898,"Beulah Heights University","Atlanta","GA","30316","NULL","NULL","NULL","0.1940298507",NA,NA,NA,NA,NA,NA,NA,NA,"0.6429","NULL","NULL","NULL","NULL",1
"899",899,"Brenau University","Gainesville","GA","30501-3668","0.7829","500","22","0.471875",NA,NA,NA,"0.0363",NA,NA,NA,NA,"0.4554","NULL","NULL","NULL","NULL",1
"900",900,"Brewton-Parker College","Mount Vernon","GA","30445","0.5137","500","21","0.2163009404",NA,NA,NA,"0.0109",NA,NA,NA,NA,"0.1867","NULL","NULL","NULL","NULL",1
"902",902,"College of Coastal Georgia","Brunswick","GA","31520-3644","0.8221","540","23","0.1741697417",NA,NA,NA,"0.0178","0.0025",NA,NA,NA,"0.1737","NULL","NULL","NULL","NULL",1
"904",904,"Carver Bible College","Atlanta","GA","30331","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.2","NULL","NULL","NULL","NULL",1
"905",905,"Clayton  State University","Morrow","GA","30260-0285","0.477","510","21","0.31229848","0.0409",NA,NA,"0.0338","0.0071",NA,"0.0044",NA,"0.2671","NULL","NULL","NULL","NULL",1
"906",906,"Columbia Theological Seminary","Decatur","GA","30030-4118","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"908",908,"Columbus State University","Columbus","GA","31907-5645","0.5543","540","21","0.2512315271","0.0233","0.0009",NA,"0.028","0.0056",NA,"0.0205",NA,"0.3012","NULL","NULL","NULL","NULL",1
"910",910,"Covenant College","Lookout Mountain","GA","30750-4164","0.9606","630","27","0.3734177215","0.0148",NA,NA,"0.0542","0.0049",NA,"0.0197",NA,"0.5808","NULL","NULL","NULL","NULL",1
"911",911,"Dalton State College","Dalton","GA","30720-3797","NULL","NULL","NULL","0.19274154",NA,NA,"0.067","0.0285","0.0057",NA,"0.0071",NA,"0.1432","NULL","NULL","NULL","NULL",1
"913",913,"South University-Savannah","Savannah","GA","31406","0.5158","NULL","NULL","0.1091111229","0.05",NA,NA,NA,NA,NA,NA,NA,"0.1684","NULL","NULL","NULL","NULL",1
"914",914,"East Georgia State College","Swainsboro","GA","30401","NULL","NULL","NULL","0.0600801068",NA,NA,NA,NA,NA,NA,NA,NA,"0.0841","NULL","NULL","NULL","NULL",1
"915",915,"Emmanuel College","Franklin Springs","GA","30639","0.4783","530","NULL","0.3227091633",NA,NA,NA,"0.0563","0.0141",NA,NA,NA,"0.4571","NULL","NULL","NULL","NULL",1
"916",916,"Emory University","Atlanta","GA","30322","0.2633","750","NULL","0.8717712177","0.0046",NA,NA,"0.148","0.016",NA,"0.0339",NA,"0.8961","NULL","NULL","NULL","NULL",1
"918",918,"Fort Valley State University","Fort Valley","GA","31030-4313","0.3273","450","18","0.207574654","0.0266",NA,"0.0307","0.1434","0.0328",NA,"0.0143",NA,"0.3017","NULL","NULL","NULL","NULL",1
"920",920,"Georgia Institute of Technology-Main Campus","Atlanta","GA","30332-0530","0.5493","760","34","0.6701030928","0.0705","0.5839",NA,"0.0554","0.0141",NA,"0.0221",NA,"0.8219","NULL","NULL","NULL","NULL",1
"921",921,"Georgia Southwestern State University","Americus","GA","31709-4693","0.6803","520","23","0.372246696","0.0195",NA,NA,"0.0175","0.0156",NA,"0.0019",NA,"0.3582","NULL","NULL","NULL","NULL",1
"922",922,"Georgia College and State University","Milledgeville","GA","31061","0.6798","620","26","0.4944649446","0.0182",NA,NA,"0.0513","0.0165",NA,"0.0104",NA,"0.6115","NULL","NULL","NULL","NULL",1
"924",924,"Georgia Southern University","Statesboro","GA","30460-8126","0.52","600","25","0.4049406636","0.0326","0.0072","0.0522","0.0446","0.0052",NA,"0.0271",NA,"0.5046","NULL","NULL","NULL","NULL",1
"925",925,"Georgia State University","Atlanta","GA","30303-3083","0.5466","590","25","0.4430668842","0.0509",NA,NA,"0.0613","0.006",NA,"0.0186",NA,"0.5315","NULL","NULL","NULL","NULL",1
"926",926,"University of Georgia","Athens","GA","30602","0.5608","670","29","0.6331814912","0.0071","0.0102",NA,"0.086","0.009",NA,"0.0125",NA,"0.8314","NULL","NULL","NULL","NULL",1
"927",927,"Gordon State College","Barnesville","GA","30204","0.4529","470","18","0.1332748794",NA,NA,NA,"0.0345",NA,NA,NA,NA,"0.1374","NULL","NULL","NULL","NULL",1
"932",932,"Interdenominational Theological Center","Atlanta","GA","30314-4143","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"933",933,"Kennesaw State University","Kennesaw","GA","30144-5591","0.5654","580","24","0.3491830365","0.0515",NA,NA,"0.0432","0.0131",NA,"0.0068",NA,"0.4338","NULL","NULL","NULL","NULL",1
"934",934,"LaGrange College","Lagrange","GA","30240-2999","0.5837","540","23","0.4603174603","0.0149","0.005",NA,"0.0995",NA,NA,"0.005",NA,"0.375","NULL","NULL","NULL","NULL",1
"936",936,"Life University","Marietta","GA","30060","0.7454","NULL","NULL","0.6666666667","0.0238",NA,NA,"0.2857",NA,NA,NA,NA,"0.2174","NULL","NULL","NULL","NULL",1
"938",938,"Herzing University-Atlanta","Atlanta","GA","30326","0.7317","NULL","NULL","0.2366124086","0.3129",NA,NA,NA,NA,NA,NA,NA,"0.2093","NULL","NULL","NULL","NULL",1
"939",939,"Mercer University","Macon","GA","31207","0.69","640","27","0.4798021434","0.0114","0.0528",NA,"0.0611","0.0062",NA,"0.0135",NA,"0.5947","NULL","NULL","NULL","NULL",1
"940",940,"Morehouse College","Atlanta","GA","30314","0.6684","560","24","0.349702381","0.0244","0.0224",NA,"0.0876","0.0631",NA,"0.0265",NA,"0.5383","NULL","NULL","NULL","NULL",1
"941",941,"Morehouse School of Medicine","Atlanta","GA","30310-1495","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"944",944,"Oglethorpe University","Atlanta","GA","30319-2797","0.5576","610","NULL","0.4184397163",NA,NA,NA,"0.0568","0.0057",NA,"0.017",NA,"0.6201","NULL","NULL","NULL","NULL",1
"945",945,"Paine College","Augusta","GA","30901-3182","0.4377","440","17","0.1749347258",NA,NA,NA,"0.0769","0.044",NA,"0.011",NA,"0.2093","NULL","NULL","NULL","NULL",1
"946",946,"Piedmont College","Demorest","GA","30535-0010","0.6118","540","24","0.4789719626",NA,NA,NA,"0.0197","0.0079",NA,"0.0236",NA,"0.4611","NULL","NULL","NULL","NULL",1
"948",948,"Reinhardt University","Waleska","GA","30183-2981","0.514","586","23","0.0828025478",NA,NA,NA,"0.0613","0.0142",NA,NA,NA,"0.2821","NULL","NULL","NULL","NULL",1
"950",950,"Savannah College of Art and Design","Savannah","GA","31402-3146","0.6547","580","26","0.5844362096",NA,NA,NA,NA,NA,NA,NA,NA,"0.683","NULL","NULL","NULL","NULL",1
"951",951,"Savannah State University","Savannah","GA","31404-5310","0.8299","460","18","0.1853888452","0.0246",NA,"0.0909","0.1032","0.0221",NA,"0.0418",NA,"0.2908","NULL","NULL","NULL","NULL",1
"952",952,"Shorter University","Rome","GA","30165","0.6807","530","23","0.3242290749","0.0146",NA,NA,"0.0693","0.0073",NA,NA,NA,"0.4638","NULL","NULL","NULL","NULL",1
"955",955,"Spelman College","Atlanta","GA","30314-4399","0.3802","540","24","0.6444833625","0.0124","0.0124","0.0062","0.1426","0.0289",NA,"0.0599",NA,"0.6763","NULL","NULL","NULL","NULL",1
"956",956,"Southern Polytechnic State University","Marietta","GA","30060-2896","0.7798","630","26","0.2892416226","0.1261","0.1773","0.3346","0.0125","0.0112",NA,"0.0125",NA,"0.3657","NULL","NULL","NULL","NULL",1
"958",958,"Thomas University","Thomasville","GA","31792","0.6863","NULL","NULL","0.2675585284",NA,NA,NA,"0.0417",NA,NA,NA,NA,"0.2769","NULL","NULL","NULL","NULL",1
"959",959,"Toccoa Falls College","Toccoa Falls","GA","30598","0.494","570","23","0.4658119658",NA,NA,NA,"0.0276",NA,NA,NA,NA,"0.4679","NULL","NULL","NULL","NULL",1
"960",960,"Truett-McConnell College","Cleveland","GA","30528","0.8064","520","23","0.3055555556",NA,NA,NA,"0.0286",NA,NA,NA,NA,"0.284","NULL","NULL","NULL","NULL",1
"962",962,"Valdosta State University","Valdosta","GA","31698","0.5522","550","24","0.3221409574","0.0081",NA,"0.004","0.045","0.0069",NA,"0.0115",NA,"0.4017","NULL","NULL","NULL","NULL",1
"963",963,"Wesleyan College","Macon","GA","31210-4462","0.4339","560","24","0.3941605839",NA,NA,NA,"0.092","0.046",NA,"0.023",NA,"0.6389","NULL","NULL","NULL","NULL",1
"964",964,"University of West Georgia","Carrollton","GA","30118-0001","0.5385","510","21","0.3686993303","0.0131",NA,NA,"0.0709","0.0112",NA,"0.0242",NA,"0.4287","NULL","NULL","NULL","NULL",1
"965",965,"Young Harris College","Young Harris","GA","30582","0.5365","530","NULL","0.2482269504",NA,NA,NA,"0.1818",NA,NA,NA,NA,"0.2928","NULL","NULL","NULL","NULL",1
"967",967,"Chaminade University of Honolulu","Honolulu","HI","96816-1578","0.8359","540","24","0.3485714286","0.019",NA,NA,"0.0451",NA,NA,NA,NA,"0.3843","NULL","NULL","NULL","NULL",1
"968",968,"University of Hawaii at Hilo","Hilo","HI","96720-4091","0.752","550","23","0.3777544596","0.0118",NA,NA,"0.1036","0.0118",NA,"0.0355",NA,"0.3642","NULL","NULL","NULL","NULL",1
"969",969,"University of Hawaii at Manoa","Honolulu","HI","96822-2217","0.8009","610","26","0.4830417708","0.0122","0.0618",NA,"0.0572","0.0034",NA,"0.0106",NA,"0.5651","NULL","NULL","NULL","NULL",1
"971",971,"Hawaii Pacific University","Honolulu","HI","96813","0.6411","560","25","0.3793445879","0.0443",NA,NA,"0.0499","0.0111",NA,"0.0092",NA,"0.3961","NULL","NULL","NULL","NULL",1
"976",976,"University of Hawaii Maui College","Kahului","HI","96732-1617","NULL","NULL","NULL","0.2508361204",NA,NA,"0.0449",NA,NA,NA,NA,NA,"0.1291","NULL","NULL","NULL","NULL",1
"978",978,"World Medicine Institute","Honolulu","HI","96821","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"980",980,"University of Hawaii-West Oahu","Kapolei","HI","96707-4507","0.7643","500","22","0.384375",NA,NA,NA,NA,NA,NA,NA,NA,"0.25","NULL","NULL","NULL","NULL",1
"983",983,"Boise Bible College","Boise","ID","83714-1220","1","550","24","0.3432835821",NA,NA,NA,NA,NA,NA,NA,NA,"0.5319","NULL","NULL","NULL","NULL",1
"984",984,"Boise State University","Boise","ID","83725","0.7766","580","26","0.3024475524","0.0184","0.0492",NA,"0.0329","0.0073",NA,"0.0107",NA,"0.3801","NULL","NULL","NULL","NULL",1
"986",986,"Idaho State University","Pocatello","ID","83209","NULL","NULL","NULL","0.2517460317","0.0269","0.0363","0.0644","0.041","0.0059",NA,"0.0234",NA,"0.3387","NULL","NULL","NULL","NULL",1
"987",987,"University of Idaho","Moscow","ID","83844-2282","0.6565","590","26","0.4742803209","0.0187","0.0767","0.0079","0.0472","0.0088",NA,"0.0241",NA,"0.5381","NULL","NULL","NULL","NULL",1
"988",988,"The College of Idaho","Caldwell","ID","83605-4432","0.905","590","26","0.5620155039",NA,"0.0042",NA,"0.097","0.0464",NA,"0.0211",NA,"0.6652","NULL","NULL","NULL","NULL",1
"989",989,"Lewis-Clark State College","Lewiston","ID","83501-2698","0.9977","520","23","0.3274647887","0.0473",NA,"0.0258","0.0215","0.0057",NA,"0.0072",NA,"0.2698","NULL","NULL","NULL","NULL",1
"990",990,"ITT Technical Institute-Boise","Boise","ID","83713-1529","0.7025","NULL","NULL","0.3599931422","0.2733",NA,"0.2326",NA,NA,NA,NA,NA,"0.2297","NULL","NULL","NULL","NULL",1
"994",994,"Northwest Nazarene University","Nampa","ID","83686-5897","0.617","570","26","0.3895027624","0.0167","0.0133",NA,"0.06","0.01",NA,"0.0133",NA,"0.4909","NULL","NULL","NULL","NULL",1
"996",996,"Brigham Young University-Idaho","Rexburg","ID","83460-1690","0.9963","560","25","0.3525070545","0.0229","0.0181","0.0032","0.0509","0.0031",NA,"0.0124",NA,"0.6011","NULL","NULL","NULL","NULL",1
"998",998,"Adler University","Chicago","IL","60602","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1001",1001,"American Academy of Art","Chicago","IL","60604-4302","0.93","NULL","NULL","0.350877193",NA,NA,NA,NA,NA,NA,NA,NA,"0.4242","NULL","NULL","NULL","NULL",1
"1002",1002,"School of the Art Institute of Chicago","Chicago","IL","60603","0.7184","670","30","0.4945454545",NA,NA,NA,NA,NA,NA,NA,NA,"0.5404","NULL","NULL","NULL","NULL",1
"1003",1003,"Augustana College","Rock Island","IL","61201-2296","0.5867","NULL","NULL","0.7470355731","0.0079","0.004",NA,"0.2194","0.0158",NA,"0.0296",NA,"0.784","NULL","NULL","NULL","NULL",1
"1004",1004,"Aurora University","Aurora","IL","60506-4892","0.7595","560","24","0.5601415094","0.0074",NA,NA,"0.0221","0.0132",NA,NA,NA,"0.576","NULL","NULL","NULL","NULL",1
"1007",1007,"Bethany Theological Seminary","Richmond","IN","47374-4019","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1009",1009,"Blackburn College","Carlinville","IL","62626","0.6799","620","23","0.3932038835","0.0465",NA,NA,"0.1512",NA,NA,NA,NA,"0.4514","NULL","NULL","NULL","NULL",1
"1010",1010,"Blessing Rieman College of Nursing","Quincy","IL","62305-7005","NULL","NULL","NULL","0.7205882353",NA,NA,NA,NA,NA,NA,NA,NA,"0.55","NULL","NULL","NULL","NULL",1
"1012",1012,"Bradley University","Peoria","IL","61625-0001","0.6694","630","28","0.6652542373","0.0144","0.1589","0.0051","0.0287","0.0093",NA,"0.0178",NA,"0.7563","NULL","NULL","NULL","NULL",1
"1023",1023,"Catholic Theological Union at Chicago","Chicago","IL","60615-5698","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1025",1025,"Midwestern University-Downers Grove","Downers Grove","IL","60515-5514","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1026",1026,"The Chicago School of Professional Psychology at Chicago","Chicago","IL","60654","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1027",1027,"Chicago State University","Chicago","IL","60628-1598","0.2865","530","20","0.2594654788","0.0083",NA,NA,"0.0306","0.0097",NA,"0.0194",NA,"0.207","NULL","NULL","NULL","NULL",1
"1028",1028,"Chicago Theological Seminary","Chicago","IL","60637","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1029",1029,"University of Chicago","Chicago","IL","60637","0.0881","790","35","0.8089005236","0.0188",NA,NA,"0.1103","0.0837",NA,"0.0806",NA,"0.9268","NULL","NULL","NULL","NULL",1
"1037",1037,"Columbia College-Chicago","Chicago","IL","60605-1996","0.9053","NULL","NULL","0.4219143577","0.0005",NA,NA,NA,NA,NA,"0.0091",NA,"0.4058","NULL","NULL","NULL","NULL",1
"1038",1038,"Concordia University-Chicago","River Forest","IL","60305-1499","0.5441","580","24","0.490945674","0.0156",NA,NA,"0.025",NA,NA,"0.0063",NA,"0.5348","NULL","NULL","NULL","NULL",1
"1043",1043,"DePaul University","Chicago","IL","60604","0.5987","630","27","0.5941308132","0.0515",NA,NA,"0.0237","0.0042",NA,"0.0092",NA,"0.7047","NULL","NULL","NULL","NULL",1
"1046",1046,"East-West University","Chicago","IL","60605","NULL","NULL","NULL","0.078313253","0.1203",NA,"0.1076",NA,"0.0063",NA,NA,NA,"0.3169","NULL","NULL","NULL","NULL",1
"1047",1047,"Eastern Illinois University","Charleston","IL","61920","0.6191","NULL","24","0.4748201439","0.0134","0.0004","0.0165","0.034","0.0067",NA,"0.0094",NA,"0.6033","NULL","NULL","NULL","NULL",1
"1049",1049,"Elmhurst College","Elmhurst","IL","60126-3096","0.718","580","26","0.6637717122","0.022",NA,NA,"0.0363","0.013",NA,"0.0117",NA,"0.7402","NULL","NULL","NULL","NULL",1
"1050",1050,"Eureka College","Eureka","IL","61530","0.6781","650","25","0.4830508475","0.0279",NA,NA,"0.0391","0.0168",NA,"0.0112",NA,"0.6066","NULL","NULL","NULL","NULL",1
"1053",1053,"Garrett-Evangelical Theological Seminary","Evanston","IL","60201-3298","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1055",1055,"Governors State University","University Park","IL","60484","NULL","NULL","NULL","0.63","0.0256",NA,NA,"0.0213","0.0213",NA,"0.0043",NA,"NULL","NULL","NULL","NULL","NULL",1
"1057",1057,"Greenville College","Greenville","IL","62246","0.657","595","25","0.3355855856",NA,NA,NA,"0.0667","0.007",NA,"0.0035",NA,"0.5049","NULL","NULL","NULL","NULL",1
"1061",1061,"Harrington College of Design","Chicago","IL","60606","NULL","NULL","NULL","0.2239185751",NA,NA,NA,NA,NA,NA,NA,NA,"0.2935","NULL","NULL","NULL","NULL",1
"1062",1062,"Hebrew Theological College","Skokie","IL","60077","0.9299","550","23","0.1584699454",NA,NA,NA,NA,NA,NA,NA,NA,"0.0484","NULL","NULL","NULL","NULL",1
"1064",1064,"Rosalind Franklin University of Medicine and Science","North Chicago","IL","60064-3095","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,"1",NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1065",1065,"University of Illinois at Chicago","Chicago","IL","60607","0.714","640","27","0.561821614","0.0197","0.0929",NA,"0.1297","0.0108",NA,"0.021",NA,"0.5669","NULL","NULL","NULL","NULL",1
"1066",1066,"Benedictine University","Lisle","IL","60532-0900","0.695","NULL","26","0.2127872128","0.0102",NA,NA,"0.0795","0.0114",NA,"0.0045",NA,"0.5247","NULL","NULL","NULL","NULL",1
"1067",1067,"Illinois College of Optometry","Chicago","IL","60616-3878","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1068",1068,"University of Illinois at Urbana-Champaign","Champaign","IL","61820-5711","0.6239","780","33","0.7640216037","0.0271","0.1763",NA,"0.0808","0.0182",NA,"0.0276",NA,"0.838","NULL","NULL","NULL","NULL",1
"1069",1069,"Illinois Wesleyan University","Bloomington","IL","61702-2900","0.5838","740","30","0.8077858881","0.0104",NA,NA,"0.083","0.0249",NA,"0.0353",NA,"0.7807","NULL","NULL","NULL","NULL",1
"1071",1071,"Illinois College","Jacksonville","IL","62650-2299","0.6129","580","25","0.6885964912","0.0146",NA,NA,"0.278","0.0293",NA,"0.0537",NA,"0.6357","NULL","NULL","NULL","NULL",1
"1073",1073,"Illinois Institute of Technology","Chicago","IL","60616","0.5697","740","33","0.6808510638","0.1225","0.4526","0.0245","0.0261","0.0294",NA,"0.0294",NA,"0.625","NULL","NULL","NULL","NULL",1
"1074",1074,"Argosy University-Chicago","Chicago","IL","60601","NULL","NULL","NULL","0.1154229959",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"1075",1075,"Illinois State University","Normal","IL","61790-1000","0.6892","NULL","26","0.660801564","0.021",NA,"0.0246","0.0315","0.0183",NA,"0.0133",NA,"0.7162","NULL","NULL","NULL","NULL",1
"1077",1077,"Institute for Clinical Social Work","Chicago","IL","60605-1229","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1078",1078,"Sanford-Brown College-Chicago","Chicago","IL","60602-3300","NULL","NULL","NULL","0.2608030593","0.0606",NA,NA,NA,NA,NA,NA,NA,"0.1682","NULL","NULL","NULL","NULL",1
"1080",1080,"The John Marshall Law School","Chicago","IL","60604","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1083",1083,"Judson University","Elgin","IL","60123-1498","0.7069","590","27","0.4256559767",NA,NA,NA,"0.0076","0.0038",NA,NA,NA,"0.5","NULL","NULL","NULL","NULL",1
"1086",1086,"Kendall College","Chicago","IL","60642","0.8773","NULL","NULL","0.2352380952",NA,NA,NA,NA,NA,NA,NA,NA,"0.3677","NULL","NULL","NULL","NULL",1
"1088",1088,"Knox College","Galesburg","IL","61401-9999","0.7496","NULL","NULL","0.7185430464","0.0316",NA,NA,"0.0949","0.0063",NA,"0.0538",NA,"0.7948","NULL","NULL","NULL","NULL",1
"1091",1091,"Lake Forest College","Lake Forest","IL","60045-2399","0.5727","620","27","0.7234726688","0.0031",NA,NA,"0.0926","0.0216",NA,"0.0247",NA,"0.6376","NULL","NULL","NULL","NULL",1
"1092",1092,"Lake Forest Graduate School of Management","Lake Forest","IL","60045","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1094",1094,"Lakeview College of Nursing","Danville","IL","61832","NULL","NULL","NULL","0.8617021277",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1096",1096,"Lewis University","Romeoville","IL","60446-2200","0.5587","590","26","0.3706896552","0.0119",NA,NA,"0.0312","0.0119",NA,"0.0119",NA,"0.6246","NULL","NULL","NULL","NULL",1
"1097",1097,"Lexington College","Chicago","IL","60607-3534","0.8919","NULL","20","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","NULL","NULL","NULL","NULL",1
"1098",1098,"Lincoln Christian University","Lincoln","IL","62656-2111","0.6875","400","25","0.3578947368",NA,NA,NA,NA,NA,NA,NA,NA,"0.4667","NULL","NULL","NULL","NULL",1
"1099",1099,"Lincoln College","Lincoln","IL","62656","0.8747","NULL","19","0.2617647059",NA,NA,NA,NA,NA,NA,NA,NA,"0.3676","NULL","NULL","NULL","NULL",1
"1102",1102,"Loyola University Chicago","Chicago","IL","60660","0.8504","630","28","0.66723116","0.0063",NA,NA,"0.1389","0.0108",NA,"0.0216",NA,"0.7101","NULL","NULL","NULL","NULL",1
"1103",1103,"Lutheran School of Theology at Chicago","Chicago","IL","60615-5134","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1104",1104,"Trinity College of Nursing & Health Sciences","Rock Island","IL","61201-5317","0","NULL","NULL","0.7551020408",NA,NA,NA,NA,NA,NA,NA,NA,"0.6667","NULL","NULL","NULL","NULL",1
"1108",1108,"MacMurray College","Jacksonville","IL","62650-2590","0.7488","540","22","0.4623655914",NA,NA,NA,"0.043",NA,NA,NA,NA,"0.384","NULL","NULL","NULL","NULL",1
"1109",1109,"McCormick Theological Seminary","Chicago","IL","60615","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
